sample.id	PC1	PC2
MIOR_002	0.9354143466934853	-1.9820501359689389e-16
MIOR_005	-0.1336306209562118	0.08798033628507776
MIOR_024	-0.13363062095621223	0.5464315444964989
MIOR_028	-0.13363062095621236	-0.38632506459110916
MIOR_292	-0.13363062095621236	-0.6797489322326552
MIOR_741	-0.13363062095621225	0.029627444675657092
MIOR_913	-0.1336306209562122	0.18267834395566865
MIOR_986	-0.1336306209562122	0.21935632741086186
